epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
87,5105.56,1.25575,1.57726,0.88989,0.0038,1.15394,0.73404,0.66025,0.72745,0.44001,0.6889,0.62001,0.65861,0.33861,1.2512,1.5267,0.88748,0.00475,0,0.000766226,0.000766226,0.000766226
88,5163.89,1.25179,1.58726,0.8952,0.0038,1.14938,0.74913,0.64967,0.7403,0.44834,0.70503,0.6105,0.6624,0.34693,1.2396,1.52814,0.89451,0.00482,0,0.000756725,0.000756725,0.000756725
89,5222.66,1.27937,1.61401,0.88896,0.00374,1.1087,0.73794,0.67632,0.73858,0.44814,0.71355,0.63876,0.67687,0.35594,1.23234,1.52774,0.87462,0.00472,0,0.000747192,0.000747192,0.000747192
90,5281.13,1.24005,1.54562,0.87537,0.00378,1.10749,0.73427,0.69055,0.74643,0.45684,0.73663,0.61936,0.67958,0.35498,1.24275,1.5161,0.88145,0.0048,0,0.000737631,0.000737631,0.000737631
91,5339.8,1.24317,1.56868,0.86883,0.00372,1.09173,0.76047,0.68265,0.75435,0.45521,0.71164,0.64089,0.67237,0.35129,1.23645,1.52462,0.89113,0.00472,0,0.000728044,0.000728044,0.000728044
92,5398.19,1.2241,1.54138,0.8535,0.0037,1.06158,0.77987,0.66088,0.75291,0.4541,0.73791,0.61812,0.67382,0.34623,1.22774,1.51207,0.86859,0.00473,0,0.000718433,0.000718433,0.000718433
93,5456.42,1.23678,1.55991,0.87038,0.00376,1.10726,0.78259,0.64768,0.7334,0.43891,0.74901,0.61577,0.66671,0.33983,1.26162,1.58159,0.90672,0.00484,0,0.0007088,0.0007088,0.0007088
94,5514.67,1.22761,1.54556,0.87127,0.00374,1.08932,0.76599,0.68567,0.74895,0.45736,0.72508,0.65089,0.68581,0.35592,1.212,1.51108,0.86895,0.00465,0,0.000699148,0.000699148,0.000699148
95,5573.32,1.22566,1.53458,0.85353,0.00375,1.10338,0.73922,0.6578,0.74057,0.44947,0.70512,0.62599,0.67326,0.34489,1.23077,1.53645,0.87539,0.00471,0,0.00068948,0.00068948,0.00068948
96,5631.75,1.23603,1.55295,0.86713,0.0037,1.08605,0.74821,0.68832,0.75059,0.45056,0.70913,0.64896,0.68001,0.34798,1.2477,1.54008,0.87902,0.00483,0,0.000679797,0.000679797,0.000679797
97,5690.14,1.22188,1.53895,0.86945,0.00378,1.08829,0.73899,0.67367,0.74092,0.45807,0.70997,0.61828,0.67451,0.3539,1.23521,1.52804,0.89867,0.00479,0,0.000670102,0.000670102,0.000670102
98,5748.6,1.22713,1.54189,0.86678,0.00373,1.09015,0.7809,0.651,0.75254,0.46359,0.74668,0.62092,0.68692,0.35925,1.2298,1.51635,0.8906,0.0047,0,0.000660397,0.000660397,0.000660397
99,5807.23,1.23291,1.55726,0.85971,0.00369,1.08062,0.77919,0.64117,0.73785,0.45849,0.74873,0.60562,0.67583,0.34137,1.22918,1.5233,0.88405,0.00473,0,0.000650685,0.000650685,0.000650685
